name,date,close,open,high,low,volume
UPCOMINDEX,13-03-2026,124.75,123.98,125.39,123.82,71952050
UPCOMINDEX,16-03-2026,125.04,124.74,125.31,124.42,42286729
UPCOMINDEX,17-03-2026,125.51,125.23,126.02,125.17,38813140
UPCOMINDEX,18-03-2026,124.86,125.64,125.76,124.13,34428498
UPCOMINDEX,19-03-2026,123.95,124.84,124.89,123.5,31459579
UPCOMINDEX,20-03-2026,123.74,124.02,124.57,123.23,50378130
UPCOMINDEX,23-03-2026,121.32,123.63,123.63,120.44,41537851
UPCOMINDEX,24-03-2026,122.73,121.69,123.02,121.68,28253679
UPCOMINDEX,25-03-2026,123.74,123.07,124.28,123.05,31248987
UPCOMINDEX,26-03-2026,123.59,123.89,124.8,123.25,27005004
UPCOMINDEX,27-03-2026,124.32,123.78,125.14,123.75,40562045
UPCOMINDEX,30-03-2026,124.81,124.37,125.38,124.23,28160560
UPCOMINDEX,31-03-2026,126.42,125.71,126.75,125.69,30306677
UPCOMINDEX,01-04-2026,127.62,127.4,128.07,127.3,32799832
UPCOMINDEX,02-04-2026,127.27,127.77,127.9,126.74,29140822
UPCOMINDEX,03-04-2026,126.53,127.3,127.66,126.1,37093827
UPCOMINDEX,06-04-2026,125.83,126.23,126.87,125.46,21562361
UPCOMINDEX,07-04-2026,125.64,125.54,126.27,125.29,22024328
UPCOMINDEX,08-04-2026,127.7,126.22,128.33,126.22,41107380
UPCOMINDEX,09-04-2026,127.5,127.84,129.04,126.93,22781650
UPCOMINDEX,10-04-2026,127.38,127.58,128.6,126.5,40468349
UPCOMINDEX,13-04-2026,127.7,127.53,128.06,127.21,22935051
UPCOMINDEX,14-04-2026,127.96,127.87,128.54,127.39,24071711
UPCOMINDEX,15-04-2026,128.85,128.04,128.97,128.04,29118226
UPCOMINDEX,16-04-2026,128.22,128.6,128.77,127.92,21752394
UPCOMINDEX,17-04-2026,128.37,128.4,128.95,127.79,41539010
UPCOMINDEX,20-04-2026,129.49,128.34,129.85,128.25,28155801
UPCOMINDEX,21-04-2026,129.23,129.65,130.19,128.65,30548963
UPCOMINDEX,22-04-2026,128.86,129.24,129.71,128.35,25059974
UPCOMINDEX,23-04-2026,128.31,128.73,129.31,127.62,35660835
UPCOMINDEX,24-04-2026,127.54,127.84,129.77,127.13,42535090
UPCOMINDEX,28-04-2026,127.68,127.62,128.27,126.86,30385212
UPCOMINDEX,29-04-2026,127.49,127.77,128.12,126.88,27776520
UPCOMINDEX,04-05-2026,127.71,127.68,128.43,127.35,26718188
UPCOMINDEX,05-05-2026,127.26,127.66,128.03,126.81,27494344
UPCOMINDEX,06-05-2026,127.65,127.33,128.2,126.82,43239950
UPCOMINDEX,07-05-2026,128.18,128.07,129.16,127.55,29007370
UPCOMINDEX,08-05-2026,127.33,128.07,128.36,126.89,39852823
ok,127.23,127.48,128.06,127.02,29806373,
UPCOMINDEX,ok,2026-05-11,127.23,127.48,128.06,127.02,32017912
UPCOMINDEX,ok,2026-05-12,126.6,127.26,127.39,126.3,22246230
UPCOMINDEX,ok,2026-05-13,126.28,126.64,127.0,125.6,41798331
UPCOMINDEX,ok,2026-05-14,126.35,126.44,126.78,126.31,24026286
UPCOMINDEX,ok,2026-05-15,126.4,126.3,127.26,126.11,49824710
